Id,SalePrice
1461,129599.85846725278
1462,160645.6524505311
1463,178229.63443328135
1464,200543.29942990546
1465,191488.23990631345
1466,178880.3618943387
1467,193321.5608456748
1468,165874.2132827488
1469,205014.4985565019
1470,113633.68509699436
1471,203399.93088113572
1472,113709.77439240782
1473,95930.44755973804
1474,151015.42505946415
1475,112059.3092841572
1476,318368.4588715619
1477,251741.0358723638
1478,292738.3487066367
1479,273506.96932070353
1480,426248.03886283666
1481,296878.64787817455
1482,213238.036771817
1483,175260.81662537492
1484,169323.83914948077
1485,182112.11101067913
1486,203770.99109696862
1487,292013.66272245126
1488,264377.1302715619
1489,187512.34964815
1490,228579.3814729077
1491,206893.74378655138
1492,92599.18155304444
1493,210903.8643054984
1494,292848.6785064355
1495,281149.978412046
1496,223024.71070962815
1497,171479.58882209295
1498,151808.9210849063
1499,153060.80656640997
1500,145524.1635398804
1501,196237.15970147328
1502,139740.87732358518
1503,282499.55749752384
1504,242931.0263148142
1505,225668.8389122452
1506,208510.88367193958
1507,259492.02513739557
1508,217170.00855641914
1509,153430.0470860415
1510,146283.6089733549
1511,148506.27572165066
1512,190200.1681457121
1513,162007.70457140703
1514,173026.85404434902
1515,227822.31696892224
1516,175100.21639039073
1517,177268.04229653857
1518,129789.78591071416
1519,249502.9825450822
1520,128581.46972657784
1521,129817.91729677256
1522,197615.57958199442
1523,85127.2220578545
1524,113211.55766897762
1525,105798.10600176649
1526,88281.14390340503
1527,93352.08314139312
1528,149463.4018463101
1529,134445.13216522624
1530,228428.84109119905
1531,148082.65286436336
1532,121270.90007402955
1533,153244.9706294407
1534,127930.59841297157
1535,161365.42080263243
1536,103547.1631127137
1537,41357.56360979445
1538,183251.8572188761
1539,221205.390328965
1540,124082.50245407419
1541,159163.19656010866
1542,149078.99826043818
1543,203609.3732424413
1544,67722.14735047784
1545,125856.20767566175
1546,136666.27166738219
1547,142555.98410004537
1548,139990.88851238668
1549,124887.70161244945
1550,130352.64893363995
1551,133004.48194045012
1552,137657.29792911428
1553,167280.2578724464
1554,121982.21575574178
1555,179014.6887544512
1556,73808.07984911566
1557,107224.76171083117
1558,89757.73066524483
1559,82839.45409176798
1560,130677.7511506794
1561,138698.43429469827
1562,116394.28592151948
1563,111714.71826385098
1564,162233.48805102493
1565,139545.92134743484
1566,254827.0613902864
1567,58506.56687995416
1568,227506.76968290747
1569,109775.26632375419
1570,137669.46208612956
1571,109977.26409843829
1572,143188.41028085173
1573,258132.4624919578
1574,119453.29545054268
1575,241704.1153069726
1576,259127.6962747634
1577,198881.77996350706
1578,145784.89782167246
1579,134301.74803333622
1580,209494.8054499343
1581,136655.1694090593
1582,117031.74552014153
1583,320321.11443264503
1584,231834.08768935138
1585,148939.20521736782
1586,39845.453575092804
1587,91268.09263356877
1588,146881.79157655602
1589,97498.42495101792
1590,132218.90313823483
1591,83515.47357208756
1592,130239.35606780133
1593,126314.54986157917
1594,137754.90588660268
1595,124266.05259757207
1596,226414.51405237717
1597,181154.09829369021
1598,194158.30515424963
1599,196106.63062292043
1600,183823.02259206653
1601,25038.56475435148
1602,124819.97005249126
1603,59591.25205375205
1604,254977.50916401853
1605,261250.35523982925
1606,179720.0787516335
1607,186505.65561357813
1608,215361.64620487855
1609,194019.84793267035
1610,144084.89756933888
1611,155596.13083449574
1612,171893.26153733136
1613,176984.4341556305
1614,121140.88601916467
1615,82195.06118104371
1616,59692.778186332755
1617,63743.17934090443
1618,111935.4613628556
1619,144238.94839361552
1620,181946.7118374351
1621,137088.1186844711
1622,127546.47613650313
1623,266102.9725130962
1624,216148.51021593923
1625,125240.51271105473
1626,197699.424877675
1627,196835.6706855909
1628,282019.8846184019
1629,184229.9455152602
1630,333181.1010343736
1631,209384.3403364387
1632,233062.16103035418
1633,177079.97341131917
1634,187816.6451440764
1635,179012.45781538027
1636,158401.29898932236
1637,197154.22518191693
1638,220285.24231304237
1639,206981.32739821132
1640,272124.40852640814
1641,204845.5496945878
1642,225669.49049374854
1643,229918.31821799217
1644,232957.25542112006
1645,229426.76178321496
1646,178912.49305282507
1647,175808.48090158807
1648,135406.35987627934
1649,132091.9414495474
1650,109443.36253581473
1651,110704.10833819091
1652,112636.15762602768
1653,113776.65341070897
1654,150301.91812713255
1655,149563.2442900488
1656,142023.27592865456
1657,153374.07223153903
1658,144154.69906080535
1659,130606.70949974222
1660,152703.19654281353
1661,387815.75352434185
1662,335919.783022841
1663,337144.1593187797
1664,434945.01149926626
1665,290563.7800672194
1666,308263.38413438364
1667,308342.52847975004
1668,314357.3243491913
1669,289328.43349330325
1670,315957.4957194427
1671,273342.8897880879
1672,398525.3417401912
1673,287876.92099415255
1674,261344.91805556507
1675,195857.0189801481
1676,202716.78399932184
1677,216864.95977815366
1678,423727.8771358138
1679,335275.25550242
1680,291161.8823368923
1681,248866.52269504333
1682,291945.31553031225
1683,194515.53395847333
1684,192006.20180420062
1685,170822.80936214954
1686,171308.1376068977
1687,166948.7745644423
1688,203554.6018305139
1689,199970.25747215978
1690,204048.34062560947
1691,189735.18007385414
1692,252820.93581854642
1693,170130.7669598035
1694,183471.3113653231
1695,171119.2728006021
1696,275522.8117800056
1697,175413.6897870353
1698,333043.1685289084
1699,312134.355730538
1700,254310.51807720223
1701,281081.654556556
1702,264911.13263468794
1703,259204.97660606515
1704,288906.95792935055
1705,237348.43147641115
1706,389615.9071849097
1707,194575.0102454504
1708,206081.26174377705
1709,274059.9540482402
1710,237911.51783789622
1711,265560.02489469596
1712,260226.6470847906
1713,267977.63389560336
1714,223192.14631118588
1715,202285.06732896468
1716,183895.49397747588
1717,177475.6759068379
1718,147993.7783651779
1719,211246.6525648548
1720,256780.52759335117
1721,177485.34660043995
1722,136845.56390552953
1723,160988.4090223475
1724,227195.54876620005
1725,236196.68111377952
1726,181329.56285934578
1727,156548.88478134255
1728,184128.23204391016
1729,168553.4805121694
1730,162559.1576071953
1731,107105.53555152807
1732,121012.019922015
1733,115649.00763416241
1734,111896.56460515535
1735,124460.6097067905
1736,101243.75865589696
1737,342946.4947517314
1738,247205.260838279
1739,280130.44618851645
1740,206356.81170222207
1741,195412.83515622196
1742,170557.1229630209
1743,174573.04985323615
1744,308766.55640117824
1745,226281.7069531786
1746,220085.04830133027
1747,238172.10624632446
1748,230017.01094326898
1749,164114.95918121023
1750,152392.82320023802
1751,253802.75245996224
1752,113495.98941794664
1753,157306.00905020078
1754,232103.6211172825
1755,180417.2723370838
1756,125394.6242756097
1757,98810.22047197327
1758,152150.6002165399
1759,181441.63968265217
1760,173057.49164536045
1761,166996.92150560903
1762,176667.04872523036
1763,166222.75972015873
1764,105862.83552583968
1765,205828.62517753892
1766,204098.29776383235
1767,250614.8773043593
1768,142845.2232477411
1769,185086.90556474993
1770,153973.61656145516
1771,117027.71092431046
1772,132830.615808201
1773,109110.68306431043
1774,158208.48327813504
1775,139389.5816383237
1776,122489.59232424371
1777,93664.53410439551
1778,140629.95444358615
1779,118248.41443693903
1780,185627.63037026508
1781,118353.41468103309
1782,51345.74971242281
1783,139008.94133990313
1784,82751.12693236113
1785,98941.94261747596
1786,148007.62649132844
1787,163769.22443254184
1788,23955.241760055505
1789,95717.61264335827
1790,37289.387735884724
1791,221524.85799510017
1792,173103.79746740728
1793,150790.20851153936
1794,172524.6781619277
1795,134178.83708498834
1796,124805.82517741711
1797,142401.46670073594
1798,104648.44627426667
1799,96509.88883184336
1800,97093.25353656497
1801,105598.00993198119
1802,152436.4349601975
1803,170986.0656005245
1804,136719.3887851572
1805,143076.66219834352
1806,135461.24734210756
1807,163902.0122243217
1808,114506.97683205197
1809,132916.27871536915
1810,138277.58016349337
1811,72826.14587347137
1812,110627.12940297482
1813,119825.18620709362
1814,72715.84697621778
1815,7218.533290554391
1816,87585.03605967175
1817,101582.50900062473
1818,159540.54719658542
1819,118977.1397128141
1820,55978.39461947672
1821,110331.31898248798
1822,153496.3947840519
1823,26597.93360242524
1824,130560.39099204374
1825,131640.60864439476
1826,96577.72674111204
1827,99511.49165371535
1828,137093.55277531673
1829,152243.3783429238
1830,164584.12963815356
1831,180736.79481974358
1832,122015.81861328843
1833,150906.8774199389
1834,129687.13519777739
1835,140387.28440992892
1836,131071.61507475897
1837,101291.28812349492
1838,116291.4623652432
1839,77887.00929076268
1840,158426.84889800855
1841,127387.7136147788
1842,68297.4474828413
1843,138678.38592275532
1844,124668.46220711849
1845,133774.90676995178
1846,150715.49413527417
1847,160650.52957172258
1848,12023.457630769088
1849,106680.70391714698
1850,116230.61449642511
1851,147230.38446327622
1852,115325.38362224979
1853,120204.79951039454
1854,177620.30548803296
1855,154512.55078396967
1856,232537.972926166
1857,137655.007175819
1858,126911.90430499447
1859,98411.61260198193
1860,157296.49239640587
1861,97366.90941754493
1862,274004.18371722416
1863,272181.9926807048
1864,272199.19585346605
1865,330070.78201866336
1866,313645.0548328451
1867,240842.779812996
1868,293076.3480653642
1869,225763.36250655082
1870,247200.9138853914
1871,248850.95778887797
1872,169419.06447222803
1873,232527.53064713368
1874,140152.66438160915
1875,208101.88053888336
1876,207325.89838367465
1877,225172.65927067326
1878,215593.60941569388
1879,113126.93426745568
1880,140893.50283390828
1881,260961.7665971629
1882,253046.54815911895
1883,191652.0544106165
1884,210245.01780870729
1885,259715.84946657714
1886,280409.22587403655
1887,231190.49095715987
1888,287449.24282341474
1889,163507.97178987248
1890,117211.89480678688
1891,135733.7177754808
1892,74623.42331277169
1893,131060.07117714194
1894,122260.93509183786
1895,164358.02061731284
1896,120341.6189844934
1897,117851.73883100107
1898,113677.32409598361
1899,142387.78770713214
1900,141146.33331207847
1901,165635.12212661127
1902,144814.36269268996
1903,213487.29073911087
1904,131431.6095370849
1905,190856.40678816344
1906,159205.58567262845
1907,217631.93099322842
1908,124884.87605204419
1909,143359.82277767136
1910,131449.43664104442
1911,210301.75498652118
1912,295615.17854044726
1913,159329.1946371584
1914,43520.200747955794
1915,255984.7440621359
1916,17788.148279445217
1917,261136.78187781884
1918,145495.67558560913
1919,186428.959708297
1920,183047.1463338211
1921,346748.0815976788
1922,302060.2802960039
1923,228535.20101842828
1924,232004.78372248003
1925,225436.69091496486
1926,348956.204874419
1927,134107.42091698313
1928,172805.7277858384
1929,110804.07147435771
1930,129671.16820063264
1931,143632.55392862644
1932,133666.1416621364
1933,175086.6063481611
1934,189753.83454480473
1935,178790.98160639356
1936,189596.63139328404
1937,183061.73999926235
1938,168214.7164777112
1939,241368.84346905592
1940,186006.0280667089
1941,181257.93253059694
1942,191785.80537480753
1943,198408.50850217635
1944,278761.6115013907
1945,327548.3387998174
1946,167793.29351684204
1947,274552.49972567253
1948,188224.478317577
1949,252154.3539340143
1950,210676.2743501869
1951,282926.73519451846
1952,247641.5023785182
1953,196188.8352480067
1954,221530.80988846577
1955,133750.80680293366
1956,333048.8870917981
1957,180813.77270287796
1958,306858.9471003291
1959,129965.24262207942
1960,93667.84260352151
1961,110444.07604080273
1962,112313.23647367625
1963,127441.68800839208
1964,104967.36133703784
1965,136223.1984880599
1966,147204.78660783413
1967,281344.3932363455
1968,355986.5658569676
1969,339919.7388755579
1970,358718.95759894
1971,397383.5205271131
1972,346033.91783949547
1973,262449.9981084581
1974,293823.45073602034
1975,437675.1099069936
1976,296226.3398842035
1977,354240.49850711494
1978,312153.69416508276
1979,302484.67478625267
1980,195845.68310908586
1981,320837.09494716383
1982,227142.857018845
1983,212768.05357252827
1984,179976.28215188484
1985,234262.39003018613
1986,238610.1922427937
1987,190385.19520432033
1988,176487.98628935506
1989,200741.12114828112
1990,222309.0330157955
1991,219041.86511754824
