Id,SalePrice
1461,142166.66666666666
1462,159439.2857142857
1463,156266.66666666666
1464,177133.5128205128
1465,218642.85714285713
1466,187600.0
1467,184386.4
1468,177133.5128205128
1469,200500.0
1470,112388.88888888889
1471,185995.0
1472,89566.66666666667
1473,89566.66666666667
1474,171745.45454545456
1475,138311.11111111112
1476,354071.0
1477,242885.6
1478,291906.4
1479,286392.6
1480,575616.2
1481,382680.0
1482,218642.85714285713
1483,172898.0
1484,155110.875
1485,173987.0
1486,198500.0
1487,412774.0
1488,247831.66666666666
1489,221980.0
1490,206400.0
1491,187285.7142857143
1492,83200.0
1493,177133.5128205128
1494,328863.22222222225
1495,329743.4
1496,235115.6
1497,187285.7142857143
1498,155110.875
1499,155110.875
1500,136971.42857142858
1501,177133.5128205128
1502,173280.0
1503,218642.85714285713
1504,210500.0
1505,235115.6
1506,249484.0
1507,210678.57142857142
1508,154900.0
1509,171745.45454545456
1510,149766.92857142858
1511,149766.92857142858
1512,171745.45454545456
1513,159011.11111111112
1514,169366.66666666666
1515,205875.0
1516,159011.11111111112
1517,146283.33333333334
1518,121764.4
1519,235115.6
1520,135250.0
1521,149766.92857142858
1522,199728.57142857142
1523,106547.6
1524,100892.30769230769
1525,142166.66666666666
1526,120340.0
1527,106547.6
1528,106269.23076923077
1529,149766.92857142858
1530,177133.5128205128
1531,127300.0
1532,130700.0
1533,177980.0
1534,106269.23076923077
1535,169366.66666666666
1536,109680.0
1537,76044.44444444444
1538,210500.0
1539,223072.5
1540,127300.0
1541,177133.5128205128
1542,134050.0
1543,263817.8
1544,69588.88888888889
1545,100892.30769230769
1546,113351.51515151515
1547,134050.0
1548,134050.0
1549,89566.66666666667
1550,159011.11111111112
1551,109680.0
1552,175160.0
1553,144377.4
1554,123200.8
1555,169366.66666666666
1556,100892.30769230769
1557,150380.0
1558,82641.85714285714
1559,135516.66666666666
1560,102380.0
1561,158583.33333333334
1562,127979.16666666667
1563,129513.33333333333
1564,159439.2857142857
1565,171745.45454545456
1566,178171.42857142858
1567,69588.88888888889
1568,221500.0
1569,169366.66666666666
1570,136971.42857142858
1571,93700.0
1572,135332.14285714287
1573,252000.0
1574,101183.33333333333
1575,185995.0
1576,206400.0
1577,221980.0
1578,177133.5128205128
1579,139510.0
1580,211771.42857142858
1581,146283.33333333334
1582,131071.42857142857
1583,305613.77777777775
1584,236454.0
1585,139510.0
1586,42502.2
1587,113351.51515151515
1588,149766.92857142858
1589,106547.6
1590,120340.0
1591,87866.66666666667
1592,109680.0
1593,130700.0
1594,135516.66666666666
1595,135516.66666666666
1596,217880.0
1597,170380.0
1598,173987.0
1599,184180.0
1600,184180.0
1601,42502.2
1602,106269.23076923077
1603,106547.6
1604,340680.4
1605,223446.0
1606,159439.2857142857
1607,139880.0
1608,221980.0
1609,221980.0
1610,156266.66666666666
1611,159439.2857142857
1612,156266.66666666666
1613,172898.0
1614,129513.33333333333
1615,75400.0
1616,75400.0
1617,75400.0
1618,129513.33333333333
1619,127979.16666666667
1620,121764.4
1621,145385.7142857143
1622,134050.0
1623,340680.4
1624,206400.0
1625,142166.66666666666
1626,171745.45454545456
1627,177133.5128205128
1628,256842.6
1629,179433.0
1630,305613.77777777775
1631,247831.66666666666
1632,210500.0
1633,183750.0
1634,206400.0
1635,177133.5128205128
1636,184386.4
1637,187600.0
1638,169680.0
1639,205875.0
1640,244780.0
1641,147933.33333333334
1642,236454.0
1643,210500.0
1644,210500.0
1645,205875.0
1646,158423.07692307694
1647,156600.0
1648,149766.92857142858
1649,120340.0
1650,112388.88888888889
1651,112388.88888888889
1652,89566.66666666667
1653,89566.66666666667
1654,171745.45454545456
1655,155110.875
1656,154900.0
1657,154900.0
1658,154900.0
1659,183750.0
1660,157900.0
1661,427219.6
1662,427219.6
1663,354071.0
1664,427219.6
1665,324612.2
1666,340680.4
1667,329743.4
1668,324612.2
1669,291906.4
1670,354071.0
1671,269920.0
1672,409346.5
1673,264833.3333333333
1674,210500.0
1675,161480.0
1676,161480.0
1677,221980.0
1678,409346.5
1679,329743.4
1680,324612.2
1681,291906.4
1682,340680.4
1683,183750.0
1684,173987.0
1685,177133.5128205128
1686,155110.875
1687,173987.0
1688,179433.0
1689,198500.0
1690,184590.0
1691,179433.0
1692,223072.5
1693,173987.0
1694,177133.5128205128
1695,173987.0
1696,236972.5
1697,173987.0
1698,382680.0
1699,305613.77777777775
1700,236454.0
1701,256842.6
1702,286392.6
1703,242885.6
1704,340680.4
1705,218642.85714285713
1706,409346.5
1707,221980.0
1708,221980.0
1709,291906.4
1710,218642.85714285713
1711,266498.8333333333
1712,210500.0
1713,209725.0
1714,209725.0
1715,211771.42857142858
1716,200500.0
1717,173280.0
1718,184386.4
1719,198500.0
1720,242885.6
1721,173280.0
1722,120340.0
1723,158423.07692307694
1724,221980.0
1725,206466.66666666666
1726,187600.0
1727,161480.0
1728,187285.7142857143
1729,177133.5128205128
1730,121764.4
1731,146671.05263157896
1732,131071.42857142857
1733,111280.5
1734,120340.0
1735,129513.33333333333
1736,127979.16666666667
1737,382680.0
1738,211771.42857142858
1739,263817.8
1740,199728.57142857142
1741,161480.0
1742,177133.5128205128
1743,173280.0
1744,340680.4
1745,269920.0
1746,305613.77777777775
1747,214583.33333333334
1748,175160.0
1749,159439.2857142857
1750,149766.92857142858
1751,244780.0
1752,129513.33333333333
1753,199728.57142857142
1754,214583.33333333334
1755,159439.2857142857
1756,112388.88888888889
1757,113351.51515151515
1758,159439.2857142857
1759,249484.0
1760,159439.2857142857
